ObjectID,district_id,state,district_name,longitude,latitude,new_student_cases,cumulative_student_cases,new_staff_cases,cumulative_staff_cases,other_new,other_cumulative,total_all,Link
3669,1806120,IN,Madison Consolidated Schools,-85.405995,38.772164,,,,,,,0,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
3672,1806240,IN,Madison-Grant United School Corp,-85.671682,40.385902,,,,,,,0,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
3676,1806270,IN,Manchester Community Schools,-85.775821,41.007867,,,,,,,0,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
3681,1801230,IN,Medora Community School Corp,-86.17353,38.828985,,,,,,,0,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
3689,1809690,IN,Merrillville Community School Corp,-87.330697,41.496881,,,,,,,0,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
3694,1806570,IN,Michigan City Area Schools,-86.868411,41.705981,,1,,,,,1,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
3699,1806600,IN,Middlebury Community Schools,-85.725241,41.67056,,,,,,,0,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
3704,1806630,IN,Milan Community Schools,-85.125337,39.120206,,,,,,,0,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
3709,1806870,IN,Mississinewa Community School Corp,-85.608387,40.486857,,,,,,,0,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
3714,1806900,IN,Mitchell Community Schools,-86.476282,38.736578,,,,,,,0,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
3715,1807080,IN,Monroe Central School Corp,-85.166016,40.19206,,,,,,,0,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
3716,1800630,IN,Monroe County Community Sch Corp,-86.529871,39.144654,,,,,,,0,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
3717,1804140,IN,Monroe-Gregg School District,-86.479954,39.577031,,,,,,,0,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
3718,1807140,IN,Mooresville Con School Corp,-86.380176,39.617653,,1,,,,,1,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
3719,1807260,IN,Mt Vernon Community School Corp,-85.839176,39.902416,,,,,,,0,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
3720,1807320,IN,Muncie Community Schools,-85.365484,40.216189,,,,,,,0,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
3721,1807380,IN,Nettle Creek School Corporation,-85.158357,39.912494,,1,,1,,,2,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
3722,1807410,IN,New Albany-Floyd Co Con Sch,-85.832458,38.29522,,3,,,,,3,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
3723,1807440,IN,New Castle Community School Corp,-85.381334,39.924765,,1,,,,,1,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
3724,1807560,IN,New Prairie United School Corp,-86.564653,41.684713,,,,,,,0,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
3725,1807620,IN,Nineveh-Hensley-Jackson United,-86.158622,39.409746,,,,,,,0,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
3726,1807680,IN,North Adams Community Schools,-84.907372,40.834761,,,,,,,0,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
3727,1800118,IN,North Central Parke Comm Schl Corp,-87.212624,39.878443,,,,,,,0,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
3728,1807710,IN,North Daviess Com Schools,-87.058718,38.845147,,,,,,,0,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
3729,1807770,IN,North Gibson School Corporation,-87.58203,38.36549,,,,,,,0,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
3730,1807800,IN,North Judson-San Pierre Sch Corp,-86.78612,41.211392,,,,,,,0,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
3731,1807830,IN,North Knox School Corp,-87.315765,38.83588,,,,,,,0,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
3732,1807860,IN,North Lawrence Com Schools,-86.492405,38.87117,,3,,,,,3,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
3733,1807890,IN,North Miami Community Schools,-86.06634,40.895288,,,,,,,0,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
3734,1807900,IN,North Montgomery Com Sch Corp,-86.91308,40.123058,,,,,,,0,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
3735,1807920,IN,North Newton School Corp,-87.45315,40.946135,,,,,,,0,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
3736,1807980,IN,North Putnam Community Schools,-86.811926,39.76442,,,,,,,0,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
3737,1808010,IN,North Spencer County Sch Corp,-86.997995,38.120135,,,,,,,0,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
3738,1808070,IN,North Vermillion Com Sch Corp,-87.451666,39.96991,,,,,,,0,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
3739,1808100,IN,North West Hendricks Schools,-86.54052,39.88414,,,,,,,0,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
3740,1808130,IN,North White School Corp,-86.87414,40.867968,,,,,,,0,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
3741,1808120,IN,Northeast Dubois Co Sch Corp,-86.805891,38.445428,,,,,,,0,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
3742,1808160,IN,Northeast School Corp,-87.29702,39.186947,,,,,,,0,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
3743,1808190,IN,Northeastern Wayne Schools,-84.91781,39.955533,,,,1,,,1,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
3744,1808220,IN,Northern Wells Community Schools,-85.166604,40.882758,,,,,,,0,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
3745,1808310,IN,Northwestern Con School Corp,-85.87426,39.610387,,1,,,,,1,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
3746,1802040,IN,Northwestern School Corp,-86.127765,40.520987,,,,,,,0,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
3747,1808340,IN,Oak Hill United School Corp,-85.825639,40.572789,,,,,,,0,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
3748,1808460,IN,Oregon-Davis School Corp,-86.553273,41.38868,,,,,,,0,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
3749,1808490,IN,Orleans Community Schools,-86.4561,38.668883,,1,,,,,1,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
3750,1808640,IN,Paoli Community School Corp,-86.476055,38.550401,,,,,,,0,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
3751,1808760,IN,Penn-Harris-Madison School Corp,-86.109643,41.68171,,3,,,,,3,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
3752,1801740,IN,Perry Central Com Schools Corp,-86.602224,38.111522,,,,,,,0,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
3753,1808820,IN,Perry Township Schools,-86.135857,39.671453,,1,,,,,1,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
3754,1808850,IN,Peru Community Schools,-86.069728,40.752244,,,,2,,,2,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
3755,1808900,IN,Pike County School Corp,-87.27556,38.492177,,,,,,,0,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
3756,1808940,IN,Pioneer Regional School Corp,-86.50089,40.8637,,3,,1,,,4,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
3757,1809060,IN,Plymouth Community School Corp,-86.303231,41.345867,,,,,,,0,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
3758,1809150,IN,Portage Township Schools,-87.17238,41.550635,,,,,,,0,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
3759,1809180,IN,Porter Township School Corp,-87.161827,41.39859,,,,,,,0,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
3760,1809300,IN,Prairie Heights Community Sch Corp,-85.201993,41.638321,,,,,,,0,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
3761,1801770,IN,Randolph Central School Corp,-84.979816,40.172739,,,,,,,0,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
3762,1803180,IN,Randolph Eastern School Corp,-84.813503,40.20518,,,,1,,,1,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
3763,1810740,IN,Randolph Southern School Corp,-84.944986,40.05233,,,,,,,0,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
3764,1809420,IN,Rensselaer Central School Corp,-87.141644,40.938246,,,,,,,0,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
3765,1809480,IN,Richland-Bean Blossom C S C,-86.63705,39.235479,,,,,,,0,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
3766,1809510,IN,Richmond Community Schools,-84.899924,39.820781,,,,,,,0,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
3767,1809600,IN,Rising Sun-Ohio Co Com,-84.858042,38.951225,,,,,,,0,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
3768,1804620,IN,River Forest Community Sch Corp,-87.274684,41.558543,,,,,,,0,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
3769,1809630,IN,Rochester Community School Corp,-86.22497,41.055127,,,,,,,0,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
3770,1809720,IN,Rossville Con School District,-86.597935,40.419145,,,,,,,0,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
3771,1809750,IN,Rush County Schools,-85.449021,39.614738,,,,,,,0,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
3772,1809810,IN,Salem Community Schools,-86.106117,38.609627,,,,1,,,1,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
3773,1802880,IN,School City of East Chicago,-87.452563,41.631815,,3,,,,,3,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
3774,1804590,IN,School City of Hobart,-87.25688,41.527267,,,,,,,0,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
3063,1806840,IN,School City of Mishawaka,-86.180503,41.64941,,,,2,,,2,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
3106,1813200,IN,School City of Whiting,-87.49089,41.681169,,,,,,,0,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
3108,1804560,IN,School Town of Highland,-87.46159,41.54695,,,,,,,0,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
3177,1810920,IN,School Town of Speedway,-86.255737,39.8018,,,,,,,0,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
3234,1809990,IN,Scott County School District 1,-85.80181,38.73813,,,,,,,0,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
3235,1810020,IN,Scott County School District 2,-85.766344,38.685744,,,,1,,,1,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
3236,1803210,IN,Shelby Eastern Schools,-85.669316,39.56168,,,,,,,0,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
3237,1808280,IN,Shenandoah School Corporation,-85.527984,40.009179,,1,,,,,1,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
3238,1806480,IN,Sheridan Community Schools,-86.216903,40.146759,,,,,,,0,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
3242,1810170,IN,Shoals Community School Corp,-86.775925,38.666019,,,,,,,0,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
3262,1810230,IN,Smith-Green Community Schools,-85.322412,41.231396,,1,,,,,1,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
3264,1810260,IN,South Adams Schools,-84.959125,40.647487,,,,,,,0,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
3274,1810290,IN,South Bend Community School Corp,-86.26135,41.67787,,,,,,,0,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
3284,1802190,IN,South Central Com School Corp,-86.817591,41.465431,,,,,,,0,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
3292,1800240,IN,South Dearborn Community Sch Corp,-84.931581,39.063643,,,,,,,0,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
3299,1810350,IN,South Gibson School Corporation,-87.586651,38.260323,,,,,,,0,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
3307,1810360,IN,South Harrison Com Schools,-86.119775,38.203303,,16,,9,,,25,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
3315,1810380,IN,South Henry School Corp,-85.352924,39.83312,,,,,,,0,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
3411,1810410,IN,South Knox School Corp,-87.422678,38.634051,,1,,,,,1,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
3416,1810440,IN,South Madison Com Sch Corp,-85.765165,40.000445,,3,,,,,3,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
3424,1810450,IN,South Montgomery Com Sch Corp,-86.919983,39.953146,,,,,,,0,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
3432,1810470,IN,South Newton School Corp,-87.382356,40.80579,,,,,,,0,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
3439,1810500,IN,South Putnam Community Schools,-86.832955,39.602697,,,,,,,0,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
3446,1810530,IN,South Ripley Com Sch Corp,-85.253385,39.06875,,,,,,,0,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
3453,1810560,IN,South Spencer County Sch Corp,-87.051355,37.87921,,,,,,,0,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
3454,1810590,IN,South Vermillion Com Sch Corp,-87.403905,39.657685,,,,,,,0,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
3455,1810640,IN,Southeast Dubois Co Sch Corp,-86.859886,38.227687,,,,,,,0,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
3456,1810620,IN,Southeast Fountain School Corp,-87.228194,40.104566,,,,,,,0,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
3457,1810710,IN,Southern Hancock Co Com Sch Corp,-85.88862,39.72387,,4,,,,,4,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
3458,1810770,IN,Southern Wells Com Schools,-85.278316,40.60936,,,,,,,0,https://c0cqk086.caspio.com/dp/621e000052017aa667244b4cb007?_ga=2.170079264.1431476329.1598559997-2144629757.1597073444
